product_id,product_name,category,brand,price_zar,cost_zar,margin_pct,weight_kg,anomaly_raw
LIB-01564364,Organic Iced Tea Concentrate 500g,Beverages,Khoisan Gourmet,210.81,165.58,21.46,1.772,-0.027715952324844917
LIB-03086748,Organic Strawberry Preserve 400g,Spreads,Goldcrest,188.01,148.8,20.86,2.321,-0.027708641578319204
LIB-04711840,Select Fynbos Honey 2kg,Spreads,Bonne Maman,232.66,123.83,46.78,2.641,-0.027683847631153613
LIB-04931130,Premium Crumbed Chicken Schnitzel 1L,Value-added Meats,Finlar Fine Foods,218.59,147.16,32.68,2.962,-0.02766766082577321
LIB-03369231,Select Chocolate Spread 750g,Spreads,Dickon Hall Foods,184.13,142.39,22.67,2.649,-0.02764443543627526
LIB-02757364,Classic Peri-Peri Chicken Strips 250g,Value-added Meats,Finlar Fine Foods,180.55,135.94,24.71,3.314,-0.02764443543627526
LIB-01309799,Organic Hot Chocolate 750ml,Beverages,Chamonix,178.03,132.92,25.34,3.293,-0.02764443543627526
LIB-01532203,Classic Strawberry Preserve 500ml,Spreads,Bonne Maman,235.19,168.33,28.43,2.332,-0.02764443543627526
LIB-00579680,Everyday Butter Chicken Meal 250ml,Convenience Meals,Millennium Foods,201.28,145.17,27.88,2.727,-0.02764443543627526
LIB-02599022,Premium Instant Cappuccino 125g,Beverages,Rialto,213.48,152.53,28.55,2.59,-0.02764443543627526
LIB-01308313,PREMIUM CRUMBED CHICKEN SCHNITZEL 125G,Value-added Meats,Finlar Fine Foods,221.65,159.75,27.93,2.261,-0.02764443543627526
LIB-03049929,Everyday Instant Cappuccino 1L,Beverages,Chamonix,175.16,128.23,26.79,3.378,-0.02764443543627526
LIB-02571586,Gourmet Chocolate Spread 1kg,Spreads,Dickon Hall Foods,181.14,133.01,26.57,3.262,-0.02764443543627526
LIB-04820864,Classic Chocolate Spread 500ml,Spreads,Dickon Hall Foods,182.47,137.97,24.39,2.995,-0.02764443543627526
LIB-02901312,Organic Cottage Pie 500ml,Convenience Meals,Finlar Fine Foods,180.54,130.6,27.66,3.176,-0.02764443543627526
LIB-02700398,Traditional Hot Chocolate 1kg,Beverages,Chamonix,193.65,154.61,20.16,1.034,-0.027638856781981525
LIB-04089116,Organic Fynbos Honey 500ml,Spreads,Bonne Maman,234.8,172.7,26.45,2.382,-0.027633027386527065
LIB-01163844,Traditional Iced Tea Concentrate 500g,Beverages,Chamonix,225.86,176.31,21.94,1.639,-0.027633027386527065
LIB-00110035,traditional lasagne ready meal 500ml,Convenience Meals,Millennium Foods,216.22,169.43,21.64,1.718,-0.027633027386527065
LIB-03913906,Organic Crumbed Chicken Schnitzel 125g,Value-added Meats,Finlar Fine Foods,215.26,158.32,26.45,2.389,-0.027633027386527065
LIB-04743609,FAMILY PACK BILTONG SNACK PACK 500G,Snacking,Montagu Foods,195.0,149.67,23.25,2.569,-0.027633027386527065
LIB-01858349,Classic Strawberry Preserve 125g,Spreads,Bonne Maman,230.51,169.54,26.45,2.305,-0.027633027386527065
LIB-00724357,Classic Chicken Nuggets 400g,Value-added Meats,Finlar Fine Foods,189.51,151.35,20.14,1.745,-0.02761899671098944
LIB-01786493,Family Pack Apricot Jam 2kg,Spreads,Bonne Maman,205.1,122.07,40.48,3.22,-0.027618074366795753
LIB-02060853,Everyday Beef Burger Patties 500g,Value-added Meats,Finlar Fine Foods,228.66,132.55,42.03,2.805,-0.027618074366795753
LIB-01759496,Premium Hot Chocolate 500ml,Beverages,Chamonix,247.44,141.28,42.9,2.581,-0.027618074366795753
LIB-01186988,Traditional Cordon Bleu 500ml,Value-added Meats,Finlar Fine Foods,271.67,211.72,22.07,1.939,-0.027615970184867167
LIB-04973180,Select Cordon Bleu 750ml,Value-added Meats,Finlar Fine Foods,225.12,176.06,21.79,1.931,-0.027615970184867167
LIB-04940688,Traditional Orange Marmalade 1kg,Spreads,Bonne Maman,207.96,162.24,21.98,1.918,-0.027615970184867167
LIB-00665624,Family Pack Mayonnaise 750ml,Wet condiments,Tabasco,185.58,128.53,30.74,3.13,-0.027596148783861407
LIB-01602104,Family Pack Hot Chocolate 500ml,Beverages,Chamonix,191.21,134.38,29.72,3.051,-0.027596148783861407
LIB-01152376,Classic Apricot Jam 500g,Spreads,Bonne Maman,220.62,150.74,31.67,2.601,-0.027596148783861407
LIB-02760601,FAMILY PACK CHICKEN NUGGETS 1L,Value-added Meats,Finlar Fine Foods,263.76,140.11,46.88,2.439,-0.02758386999575302
LIB-03291399,Traditional Peri-Peri Chicken Strips 500ml,Value-added Meats,Finlar Fine Foods,205.0,105.84,48.37,2.864,-0.02756279223508562
LIB-00635544,Classic Couscous 750ml,Meal ingredients,Goldcrest,196.18,100.36,48.84,3.186,-0.02756279223508562
LIB-02837945,Premium Instant Cappuccino 750g,Beverages,Chamonix,181.72,99.02,45.51,3.681,-0.02755138549252545
LIB-03103144,Classic Chocolate Spread 125g,Spreads,Bonne Maman,287.51,171.45,40.37,2.294,-0.027546567301507174
LIB-01830471,Traditional Apricot Jam 2kg,Spreads,Bonne Maman,275.97,164.23,40.49,2.391,-0.027546567301507174
LIB-04966530,ORGANIC ORANGE MARMALADE 500G,Spreads,Goldcrest,195.62,130.16,33.46,3.183,-0.027443781524253863
LIB-02029149,Everyday Iced Tea Concentrate 400g,Beverages,Chamonix,219.39,143.78,34.46,2.87,-0.027443781524253863
LIB-03670299,Traditional Toddler Snack Puffs 250g,Baby,Umatie,160.55,126.92,20.95,3.542,-0.02744264333088342
LIB-03829619,Classic Cordon Bleu 750g,Dairy,Retailer Brands,176.91,107.26,39.37,4.719,-0.027393668872323973
LIB-04625788,Classic Crumbed Chicken Schnitzel 400g,Value-added Meats,Finlar Fine Foods,244.62,159.62,34.75,2.527,-0.027272358030099975
LIB-04331811,Select Chocolate Spread 750ml,Spreads,Bonne Maman,268.58,179.23,33.27,2.376,-0.027272358030099975
LIB-02950251,Classic Orange Marmalade 750ml,Spreads,Goldcrest,212.45,124.61,41.35,2.938,-0.027236092889926233
LIB-00329827,Select Beef Burger Patties 1kg,Value-added Meats,Finlar Fine Foods,242.4,188.03,22.43,1.965,-0.02723398983609948
LIB-03396865,Traditional Pasta Shells 250g,Meal ingredients,Goldcrest,181.19,143.72,20.68,2.307,-0.02722668403425199
LIB-02018821,Organic Rooibos Tea 500g,Beverages,Chamonix,237.69,127.01,46.56,2.728,-0.02720190685665802
LIB-04460103,Organic Instant Cappuccino 2kg,Beverages,Khoisan Gourmet,201.53,156.51,22.34,2.041,-0.0271625213185126
LIB-04302849,Family Pack Couscous 500g,Meal ingredients,Cape Foods,165.82,123.13,25.74,4.596,-0.0271625213185126
LIB-03402224,Family Pack Strawberry Preserve 250g,Spreads,Cape Coastal Honey,170.12,125.12,26.45,4.193,-0.0271625213185126
LIB-02856580,Premium Fynbos Honey 750g,Spreads,Cape Coastal Honey,173.38,125.52,27.6,3.921,-0.0271625213185126
LIB-02089943,Premium Mac & Cheese Meal 125g,Convenience Meals,Finlar Fine Foods,190.71,135.94,28.72,2.875,-0.0271625213185126
LIB-01508218,everyday iced tea concentrate 1kg,Beverages,Khoisan Gourmet,202.66,157.78,22.15,2.094,-0.0271625213185126
LIB-01917556,Organic Olive Oil Blend 1kg,Meal ingredients,Cape Foods,196.16,143.14,27.03,2.783,-0.0271625213185126
LIB-03502967,Organic Peri-Peri Chicken Strips 250ml,Value-added Meats,Finlar Fine Foods,181.01,136.06,24.83,3.228,-0.0271625213185126
LIB-01268331,organic risotto rice 250ml,Meal ingredients,Montagu Foods,176.88,126.11,28.7,3.751,-0.0271625213185126
LIB-02819432,Family Pack Hot Chocolate 1kg,Beverages,Chamonix,201.38,106.29,47.22,3.108,-0.027152393665700436
LIB-02664149,Traditional Rooibos Tea 250ml,Beverages,Khoisan Gourmet,197.72,102.94,47.94,3.24,-0.027152393665700436
LIB-01922684,Organic Peri-Peri Chicken Strips 2kg,Value-added Meats,Finlar Fine Foods,188.57,98.16,47.95,3.383,-0.027152393665700325
LIB-00757064,Premium Green Tea 1L,Beverages,Khoisan Gourmet,225.91,166.13,26.46,2.257,-0.027151120984684196
LIB-00740064,Select Rooibos Tea 2kg,Beverages,Chamonix,240.27,176.01,26.74,2.458,-0.027151120984684196
LIB-01643462,Everyday Fynbos Honey 250ml,Spreads,Bonne Maman,325.07,238.07,26.76,2.317,-0.027151120984684196
LIB-01334348,CLASSIC CRUMBED CHICKEN SCHNITZEL 250G,Value-added Meats,Finlar Fine Foods,184.38,101.37,45.02,3.88,-0.027140993494025767
LIB-03019334,Classic Green Tea 400g,Beverages,Rialto,201.4,110.3,45.23,3.042,-0.027140993494025767
LIB-01014552,Select Hot Chocolate 500ml,Beverages,Khoisan Gourmet,207.78,160.05,22.97,1.756,-0.02713972083338645
LIB-03710894,Classic Tomato Paste 250g,Meal ingredients,Cape Foods,189.81,151.63,20.11,1.623,-0.02713709979889889
LIB-02246731,Family Pack Instant Cappuccino 750ml,Beverages,Khoisan Gourmet,211.03,122.12,42.13,2.994,-0.02713617807853963
LIB-04554240,Organic Fynbos Honey 400g,Spreads,Bonne Maman,270.64,212.17,21.6,1.913,-0.027134075319790285
LIB-04165446,Organic Hot Chocolate 2kg,Beverages,Chamonix,251.86,168.33,33.17,2.543,-0.02711426732513733
LIB-01966034,Everyday Rooibos Tea 500ml,Dry condiments,Khoisan Gourmet,222.54,150.73,32.27,2.731,-0.02711426732513733
LIB-00306875,Gourmet Hot Chocolate 500g,Beverages,Rialto,185.3,130.82,29.4,3.151,-0.02711426732513733
LIB-01672257,Premium Orange Marmalade 250g,Spreads,Cape Coastal Honey,187.01,131.14,29.88,3.18,-0.02711426732513733
LIB-00400351,Classic Fynbos Honey 750g,Spreads,Dickon Hall Foods,191.89,136.27,28.99,3.003,-0.02711426732513733
LIB-03776768,Classic Iced Tea Concentrate 125g,Beverages,Rialto,189.71,132.02,30.41,2.988,-0.02711426732513733
LIB-03287641,Select Instant Cappuccino 400g,Beverages,Rialto,228.24,122.43,46.36,2.567,-0.027101996841879195
LIB-00904548,premium chocolate spread 1l,Spreads,Bonne Maman,194.99,154.02,21.01,1.907,-0.027090478083067637
LIB-01536680,Select Chicken Nuggets 250ml,Value-added Meats,Finlar Fine Foods,265.32,137.29,48.25,2.216,-0.027069534309788534
LIB-04934019,Everyday Chocolate Spread 125g,Spreads,Cape Coastal Honey,220.24,120.71,45.19,2.657,-0.027052490598067247
LIB-01109883,Premium Chocolate Spread 750g,Spreads,Bonne Maman,235.52,130.13,44.75,2.452,-0.027052490598067136
LIB-03422554,Organic Rooibos Tea 400g,Beverages,Rialto,192.78,153.37,20.44,1.566,-0.027043183365189738
LIB-01852493,Premium Instant Cappuccino 250ml,Dry condiments,Khoisan Gourmet,179.75,143.12,20.38,2.266,-0.027002943287722125
LIB-02015774,Classic Chicken Nuggets 1kg,Value-added Meats,Finlar Fine Foods,231.97,120.73,47.95,2.65,-0.026969642868067578
LIB-03593851,Select Risotto Rice 2kg,Meal ingredients,Rialto,175.69,120.91,31.18,3.585,-0.026838386282635796
LIB-00742267,Select Hot Chocolate 400g,Beverages,Rialto,171.59,118.68,30.84,3.687,-0.026838386282635796
LIB-03616549,Premium Rooibos Tea 750g,Beverages,Rialto,176.32,109.37,37.97,5.147,-0.02681205503477424
LIB-02606787,Family Pack Veg Curry Meal 400g,Convenience Meals,Finlar Fine Foods,238.15,155.33,34.78,2.624,-0.02679069556967495
LIB-04223942,Premium Instant Cappuccino 125g,Beverages,Chamonix,191.94,153.37,20.09,0.827,-0.02678384835878267
LIB-04304754,Classic Beef Burger Patties 400g,Value-added Meats,Finlar Fine Foods,191.72,105.73,44.85,3.48,-0.026759267791527708
LIB-03164523,Premium Iced Tea Concentrate 250g,Beverages,Rialto,219.4,127.32,41.97,2.894,-0.026754454957700013
LIB-04989480,Everyday Crumbed Chicken Schnitzel 750ml,Value-added Meats,Finlar Fine Foods,212.89,124.57,41.49,2.989,-0.026754454957700013
LIB-04900788,Organic Coconut Milk 125g,Meal ingredients,Rialto,177.31,104.86,40.86,4.409,-0.026754454957700013
LIB-00300654,Organic Iced Tea Concentrate 750ml,Beverages,Chamonix,208.02,162.41,21.93,1.968,-0.026752353326289557
LIB-02326303,Select Strawberry Preserve 500ml,Spreads,Cape Coastal Honey,190.59,119.55,37.27,3.434,-0.026706228618744055
LIB-04353039,Traditional Fynbos Honey 250g,Spreads,Cape Coastal Honey,189.45,135.46,28.5,2.951,-0.026680933146969177
LIB-04132531,organic trail mix 250g,Snacking,Montagu Foods,166.71,124.29,25.45,4.414,-0.026680933146969177
LIB-03305650,Organic Hot Chocolate 1kg,Beverages,Khoisan Gourmet,198.91,154.54,22.31,2.181,-0.026680933146969177
LIB-01176341,Classic Fynbos Honey 125g,Spreads,Cape Coastal Honey,172.77,133.23,22.89,2.889,-0.026680933146969177
LIB-01521480,Family Pack Hot Chocolate 125g,Beverages,Chamonix,173.34,127.91,26.21,3.326,-0.026680933146969177
LIB-03991846,Everyday Orange Marmalade 1kg,Spreads,Goldcrest,172.99,134.31,22.36,2.829,-0.026680933146969177
LIB-04179639,Classic Fynbos Honey 500ml,Spreads,Goldcrest,173.62,134.44,22.57,3.035,-0.026680933146969177
LIB-04945625,Select Iced Tea Concentrate 750ml,Beverages,Khoisan Gourmet,203.96,158.68,22.2,1.634,-0.02666954052384196
LIB-04441010,Classic Chicken Nuggets 250ml,Value-added Meats,Finlar Fine Foods,205.45,159.77,22.23,1.586,-0.02666954052384196
LIB-00969737,PREMIUM INSTANT CAPPUCCINO 1KG,Beverages,Khoisan Gourmet,247.07,180.94,26.77,2.39,-0.02666954052384185
LIB-04298201,Classic Green Tea 125g,Beverages,Chamonix,226.95,173.55,23.53,2.139,-0.02666954052384185
LIB-01983752,Traditional Hot Chocolate 400g,Beverages,Chamonix,237.59,173.7,26.89,2.369,-0.02666954052384185
LIB-00871034,Organic Cordon Bleu 1L,Value-added Meats,Finlar Fine Foods,208.71,158.22,24.19,2.166,-0.02666954052384185
LIB-02614703,Traditional Iced Tea Concentrate 750g,Beverages,Khoisan Gourmet,199.67,109.98,44.92,3.036,-0.02665941988298759
LIB-01007606,Classic Strawberry Preserve 750ml,Spreads,Bonne Maman,214.43,165.35,22.89,1.744,-0.026658148083121724
LIB-02804750,Gourmet Apricot Jam 1kg,Spreads,Goldcrest,206.77,159.49,22.87,1.662,-0.026658148083121724
LIB-04429704,Traditional Hot Chocolate 1kg,Beverages,Rialto,204.79,158.21,22.75,1.833,-0.026652506387911057
LIB-01387006,Organic Instant Cappuccino 2kg,Beverages,Chamonix,249.42,193.8,22.3,1.883,-0.026652506387911057
LIB-03892735,Gourmet Apricot Jam 1kg,Spreads,Goldcrest,166.84,84.8,49.17,4.124,-0.02664261126607015
LIB-04350374,Premium Iced Tea Concentrate 750g,Beverages,Rialto,202.24,141.12,30.22,2.698,-0.026632711790543495
LIB-02683964,Organic Coconut Milk 125g,Meal ingredients,Cape Foods,201.55,140.35,30.36,2.685,-0.026632711790543495
LIB-03506082,Traditional Orange Marmalade 750g,Spreads,Bonne Maman,221.53,152.43,31.19,2.461,-0.026632711790543495
LIB-01914292,family pack soy sauce 750ml,Wet condiments,Tabasco,190.09,132.03,30.54,3.018,-0.026632711790543495
LIB-01775738,Gourmet Fynbos Honey 1L,Spreads,Bonne Maman,244.11,127.42,47.8,2.507,-0.02658800903070424
LIB-02380696,Traditional Mozzarella 750ml,Dairy,Lancewood,179.88,118.55,34.09,3.83,-0.026586343423619097
LIB-02302864,Premium Chicken Nuggets 250g,Value-added Meats,Retailer Brands,167.08,132.73,20.56,2.445,-0.026585024902958776
LIB-02498292,Select Beef Burger Patties 250g,Value-added Meats,Finlar Fine Foods,261.69,157.99,39.63,2.379,-0.026583197355120824
LIB-02435594,Organic Fynbos Honey 750g,Spreads,Cape Coastal Honey,169.19,86.81,48.69,4.674,-0.026570976846624905
LIB-02876379,Family Pack Cordon Bleu 250g,Value-added Meats,Finlar Fine Foods,201.85,158.77,21.34,1.725,-0.026569705204843808
LIB-03466968,Everyday Iced Tea Concentrate 2kg,Beverages,Rialto,176.83,140.42,20.59,2.278,-0.02652146304797387
LIB-01053545,Everyday Pepper Sauce 250g,Wet condiments,Kikkoman,179.03,142.89,20.19,2.284,-0.02652146304797387
LIB-03221386,Premium Beef Burger Patties 500ml,Value-added Meats,Finlar Fine Foods,224.92,125.01,44.42,2.582,-0.026513396281258483
LIB-04787538,Premium Masala Blend 500ml,Dry condiments,Cape Foods,188.81,96.89,48.68,3.192,-0.026499574870709863
LIB-01889491,Traditional Cordon Bleu 400g,Value-added Meats,Finlar Fine Foods,194.51,129.2,33.58,3.171,-0.026480550570706196
LIB-02538130,Premium Veg Curry Meal 250g,Convenience Meals,Millennium Foods,228.92,115.84,49.4,2.236,-0.02647138057950882
LIB-01580346,Premium Orange Marmalade 250ml,Spreads,Dickon Hall Foods,177.68,108.89,38.72,4.386,-0.026430505683986083
LIB-01372081,Family Pack Chocolate Spread 750ml,Spreads,Bonne Maman,208.9,129.51,38.0,2.86,-0.026430505683986083
LIB-04059082,Everyday BBQ Spice Blend 250ml,Dry condiments,Khoisan Gourmet,177.52,108.99,38.6,4.774,-0.026430505683986083
LIB-04837251,Family Pack Peri-Peri Chicken Strips 250ml,Value-added Meats,Finlar Fine Foods,246.62,159.8,35.2,2.592,-0.026430201299859624
LIB-00091731,Organic Beef Burger Patties 400g,Value-added Meats,Finlar Fine Foods,258.5,171.13,33.8,2.321,-0.02630935888525887
LIB-02746499,Gourmet Green Tea 250ml,Beverages,Chamonix,214.85,124.84,41.89,2.83,-0.02627314278489301
LIB-02176828,TRADITIONAL MAYONNAISE 750ML,Wet condiments,Maille,185.65,110.82,40.31,3.816,-0.02627314278489301
LIB-03091119,Classic Beef Burger Patties 500ml,Value-added Meats,Finlar Fine Foods,217.92,130.1,40.3,2.843,-0.02627314278489301
LIB-04524277,Traditional Rooibos Tea 1L,Beverages,Rialto,216.22,128.77,40.44,2.915,-0.02627314278489301
LIB-03377470,Organic Iced Tea Concentrate 250g,Beverages,Rialto,177.92,138.51,22.15,2.67,-0.026199670701189004
LIB-00865232,Family Pack Pasta Shells 1L,Meal ingredients,Rialto,166.62,118.69,28.77,4.121,-0.026199670701189004
LIB-02388724,Gourmet Masala Blend 250g,Dry condiments,Cape Herb & Spice,181.56,134.84,25.73,3.18,-0.026199670701189004
LIB-04062581,classic fynbos honey 750ml,Spreads,Goldcrest,195.98,142.53,27.27,2.722,-0.026199670701189004
LIB-04661809,Family Pack Risotto Rice 2kg,Meal ingredients,Montagu Foods,166.35,125.05,24.83,4.082,-0.026199670701189004
LIB-00821515,Gourmet Pasta Shells 250ml,Meal ingredients,Goldcrest,166.34,121.15,27.17,4.419,-0.026199670701189004
LIB-01738407,Select Pasta Shells 500g,Meal ingredients,Goldcrest,198.81,144.75,27.19,2.692,-0.026199670701189004
LIB-04630532,Organic Orange Marmalade 750ml,Spreads,Goldcrest,186.16,136.5,26.68,2.968,-0.026199670701189004
LIB-00065414,Classic Pepper Sauce 2kg,Wet condiments,Tabasco,214.7,164.68,23.3,2.041,-0.026188285783547594
LIB-04263665,Organic Instant Cappuccino 250ml,Beverages,Khoisan Gourmet,216.65,158.82,26.69,2.282,-0.026188285783547594
LIB-02108774,organic crumbed chicken schnitzel 1kg,Value-added Meats,Finlar Fine Foods,276.6,208.06,24.78,2.181,-0.026188285783547594
LIB-02656639,Gourmet Pasta Shells 1L,Meal ingredients,Cape Foods,183.96,141.85,22.89,2.672,-0.026188285783547594
LIB-04013821,Everyday Cordon Bleu 250g,Value-added Meats,Finlar Fine Foods,203.91,119.89,41.2,3.08,-0.026173363084060042
LIB-01800822,Organic Pasta Shells 750ml,Meal ingredients,Montagu Foods,174.52,99.77,42.83,4.378,-0.02617336308405993
LIB-01964783,Everyday Apricot Jam 250g,Spreads,Bonne Maman,233.28,182.23,21.88,1.892,-0.026171263168781933
LIB-02849198,Premium Cottage Pie 400g,Convenience Meals,Finlar Fine Foods,215.12,166.48,22.61,1.902,-0.026171263168781933
LIB-03625179,Everyday Apricot Jam 1kg,Spreads,Retailer Brands,168.02,84.64,49.63,4.057,-0.0261613747395808
LIB-02953308,Everyday Hot Chocolate 400g,Beverages,Rialto,210.85,143.35,32.01,2.712,-0.026151481959638456
LIB-01797313,Gourmet Iced Tea Concentrate 750g,Dry condiments,Khoisan Gourmet,201.85,142.59,29.36,2.678,-0.026151481959638456
LIB-02503778,Gourmet Green Tea 1kg,Beverages,Khoisan Gourmet,223.67,153.77,31.25,2.356,-0.026151481959638456
LIB-00644328,Select Iced Tea Concentrate 1L,Beverages,Khoisan Gourmet,242.88,163.8,32.56,2.276,-0.026151481959638456
LIB-03751776,Premium Rooibos Tea 2kg,Beverages,Chamonix,220.99,152.64,30.93,2.324,-0.026151481959638456
LIB-01380810,Family Pack Apricot Jam 750ml,Spreads,Bonne Maman,180.17,124.01,31.17,3.502,-0.026151481959638456
LIB-01947302,Family Pack Fynbos Honey 1L,Spreads,Bonne Maman,233.74,157.22,32.74,2.516,-0.026151481959638456
LIB-04781500,gourmet balsamic reduction 2kg,Wet condiments,Maille,227.65,120.69,46.98,2.594,-0.02613922806923341
LIB-00973611,Select Peri-Peri Rub 500ml,Dry condiments,Cape Herb & Spice,221.37,118.6,46.42,2.649,-0.02613922806923341
LIB-04541477,Gourmet Fynbos Honey 125g,Spreads,Bonne Maman,193.35,105.73,45.32,3.161,-0.026106809434845335
LIB-00721181,Traditional Dried Mango Strips 500g,Snacking,Montagu Foods,173.4,115.56,33.36,5.713,-0.026105144954305937
LIB-04321994,Family Pack Butter Chicken Meal 750g,Value-added Meats,Finlar Fine Foods,191.18,95.98,49.8,2.971,-0.026090013872376416
LIB-01887139,Premium Fynbos Honey 125g,Spreads,Goldcrest,220.88,116.74,47.15,2.699,-0.026089788770611078
LIB-01384506,Premium Rooibos Tea 250ml,Beverages,Chamonix,234.49,129.49,44.78,2.442,-0.026089788770611078
LIB-02554279,Classic Strawberry Preserve 250ml,Spreads,Bonne Maman,225.5,179.01,20.62,1.157,-0.026036792759593808
LIB-01634192,Classic Beef Burger Patties 500g,Value-added Meats,Finlar Fine Foods,228.33,117.25,48.65,2.393,-0.02601843508795676
LIB-00770084,Organic Mayonnaise 500ml,Wet condiments,Tabasco,189.77,98.12,48.3,3.227,-0.02601843508795676
LIB-01427830,TRADITIONAL ICED TEA CONCENTRATE 1L,Beverages,Khoisan Gourmet,272.03,143.27,47.33,2.269,-0.02600705307207607
LIB-04768797,Select Masala Blend 250g,Dry condiments,Khoisan Gourmet,205.05,134.49,34.41,3.098,-0.02599942365518071
LIB-01817794,Traditional Fynbos Honey 500g,Spreads,Cape Coastal Honey,193.61,126.28,34.78,3.343,-0.02599942365518071
LIB-00957017,Organic Cordon Bleu 750g,Value-added Meats,Finlar Fine Foods,212.33,108.36,48.97,2.488,-0.025990259866175536
LIB-00378972,Everyday Green Tea 500ml,Beverages,Khoisan Gourmet,199.22,111.45,44.06,3.073,-0.02593250124928037
LIB-03514420,FAMILY PACK GREEN TEA 750G,Beverages,Chamonix,252.3,160.08,36.55,2.629,-0.025856516560838094
LIB-00215625,Family Pack Fynbos Honey 250ml,Spreads,Bonne Maman,198.66,120.31,39.44,3.227,-0.025849678338113025
LIB-02682850,Organic Fynbos Honey 250ml,Spreads,Bonne Maman,254.95,166.91,34.53,2.346,-0.02582834775651066
LIB-02019724,Organic Instant Cappuccino 250g,Beverages,Rialto,218.04,129.71,40.51,2.827,-0.02579215615117536
LIB-04451166,Traditional Apricot Jam 1kg,Spreads,Goldcrest,188.06,147.91,21.35,2.454,-0.025790057361711693
LIB-03465272,Organic Chicken Nuggets 500ml,Value-added Meats,Finlar Fine Foods,185.24,146.44,20.95,2.245,-0.02578276637384136
LIB-01027685,Family Pack Tomato Paste 250g,Meal ingredients,Montagu Foods,186.36,136.53,26.74,3.003,-0.025718733760864865
LIB-01386456,Premium Chicken Nuggets 750g,Value-added Meats,Finlar Fine Foods,180.53,140.71,22.06,2.552,-0.025718733760864865
LIB-01955625,Everyday Fynbos Honey 500ml,Spreads,Bonne Maman,197.32,147.95,25.02,2.75,-0.025718733760864865
LIB-00609596,Gourmet Rooibos Tea 1kg,Beverages,Khoisan Gourmet,176.98,128.5,27.39,3.09,-0.025718733760864865
LIB-04389664,Premium Masala Blend 750ml,Dry condiments,Cape Herb & Spice,164.47,120.93,26.47,4.234,-0.025718733760864865
LIB-04518335,Premium Risotto Rice 1L,Meal ingredients,Cape Foods,172.29,130.28,24.38,3.308,-0.025718733760864865
LIB-04076786,Family Pack Bobotie Ready Meal 400g,Convenience Meals,Millennium Foods,235.63,170.59,27.6,2.192,-0.025718733760864865
LIB-04712259,Select Cottage Pie 1kg,Convenience Meals,Finlar Fine Foods,181.35,131.0,27.76,2.927,-0.025718733760864865
LIB-02619335,Family Pack Orange Marmalade 1kg,Spreads,Goldcrest,165.86,121.9,26.5,5.302,-0.025718733760864865
LIB-02691785,Everyday Dijon Mustard 125g,Wet condiments,Maille,187.2,98.7,47.28,3.305,-0.025708626643898058
LIB-02383867,Select Peri-Peri Chicken Strips 2kg,Value-added Meats,Finlar Fine Foods,270.88,205.58,24.11,2.125,-0.02570735654349765
LIB-01541173,Gourmet Fynbos Honey 500g,Spreads,Bonne Maman,207.5,153.24,26.15,2.51,-0.02570735654349765
LIB-02127098,Premium Instant Cappuccino 750g,Beverages,Chamonix,187.36,144.51,22.87,2.537,-0.02570735654349765
LIB-02255827,Traditional Orange Marmalade 2kg,Spreads,Bonne Maman,231.11,173.58,24.89,2.179,-0.02570735654349765
LIB-02052720,Family Pack Apricot Jam 1L,Spreads,Bonne Maman,192.66,131.04,31.98,2.883,-0.025670577612130208
LIB-04196086,Organic Rooibos Tea 500g,Beverages,Rialto,207.6,141.04,32.06,2.716,-0.025670577612130208
LIB-04220799,Organic Fynbos Honey 2kg,Spreads,Bonne Maman,189.34,131.11,30.75,2.881,-0.025670577612130208
LIB-00826681,Family Pack Hot Chocolate 500g,Beverages,Khoisan Gourmet,192.93,131.24,31.98,2.895,-0.025670577612130208
LIB-03349594,Select Beef Burger Patties 500g,Value-added Meats,Finlar Fine Foods,248.58,166.83,32.89,2.514,-0.025670577612130208
LIB-00768902,Organic Rooibos Tea 125g,Beverages,Rialto,193.04,99.27,48.58,3.064,-0.025637311215645497
LIB-01935311,Everyday Iced Tea Concentrate 2kg,Beverages,Khoisan Gourmet,222.29,155.25,30.16,2.217,-0.025570882456605992
LIB-04146674,Everyday Apricot Jam 2kg,Spreads,Bonne Maman,221.69,154.63,30.25,2.228,-0.025570882456605992
LIB-02595059,Classic Chocolate Spread 500g,Spreads,Goldcrest,171.89,136.69,20.48,2.31,-0.025559479306507704
LIB-03316630,Classic Rooibos Tea 750g,Beverages,Khoisan Gourmet,189.39,102.47,45.89,3.227,-0.025526246410126574
LIB-00392020,Classic Fynbos Honey 500ml,Spreads,Bonne Maman,312.76,182.99,41.49,2.207,-0.025521441915376086
LIB-02081248,Premium Hot Chocolate 250g,Beverages,Khoisan Gourmet,203.7,103.58,49.15,2.621,-0.025509464562436523
LIB-04345972,Premium Iced Tea Concentrate 2kg,Beverages,Chamonix,202.7,102.1,49.63,2.574,-0.025509464562436523
LIB-00972108,Organic Peri-Peri Rub 750ml,Dry condiments,Khoisan Gourmet,175.4,98.35,43.93,4.177,-0.025451745011014104
LIB-04639560,Classic Chocolate Spread 2kg,Spreads,Bonne Maman,172.55,122.4,29.06,3.645,-0.02539525597372272
LIB-04508585,Organic Orange Marmalade 1kg,Spreads,Bonne Maman,249.88,165.33,33.84,2.37,-0.025347661963238455
